,dt,preco
8853,1996-03-14,"19,40"
8854,1996-03-13,"19,58"
8855,1996-03-12,"19,30"
8856,1996-03-11,"18,93"
8857,1996-03-08,"18,85"
8858,1996-03-07,"19,03"
8859,1996-03-06,"19,18"
8860,1996-03-05,"18,75"
8861,1996-03-04,"18,40"
8862,1996-03-01,"18,55"
8863,1996-02-29,"18,80"
8864,1996-02-28,"18,65"
8865,1996-02-27,"19,00"
8866,1996-02-26,"18,85"
8867,1996-02-23,"18,85"
8868,1996-02-22,"19,28"
8869,1996-02-21,"19,05"
8870,1996-02-20,"18,58"
8871,1996-02-19,"18,20"
8872,1996-02-16,"18,20"
8873,1996-02-15,"18,18"
8874,1996-02-14,"18,28"
8875,1996-02-13,"18,08"
8876,1996-02-12,"17,18"
8877,1996-02-09,"17,23"
8878,1996-02-08,"17,05"
8879,1996-02-07,"16,93"
8880,1996-02-06,"16,83"
8881,1996-02-05,"16,93"
8882,1996-02-02,"17,05"
8883,1996-02-01,"16,78"
8884,1996-01-31,"16,63"
8885,1996-01-30,"16,53"
8886,1996-01-29,"16,23"
8887,1996-01-26,"16,70"
8888,1996-01-25,"17,00"
8889,1996-01-24,"17,33"
8890,1996-01-23,"17,38"
8891,1996-01-22,"17,53"
8892,1996-01-19,"17,53"
8893,1996-01-18,"17,88"
8894,1996-01-17,"17,43"
8895,1996-01-16,"17,73"
8896,1996-01-15,"17,50"
8897,1996-01-12,"17,58"
8898,1996-01-11,"17,85"
8899,1996-01-10,"18,48"
8900,1996-01-09,"19,05"
8901,1996-01-08,"19,68"
8902,1996-01-05,"19,50"
8903,1996-01-04,"19,13"
8904,1996-01-03,"19,15"
8905,1996-01-02,"18,95"
8906,1995-12-29,"18,65"
8907,1995-12-28,"18,78"
8908,1995-12-27,"18,73"
8909,1995-12-22,"18,18"
8910,1995-12-21,"18,10"
8911,1995-12-20,"18,05"
8912,1995-12-19,"18,03"
8913,1995-12-18,"18,33"
8914,1995-12-15,"18,15"
8915,1995-12-14,"17,90"
8916,1995-12-13,"17,70"
8917,1995-12-12,"17,48"
8918,1995-12-11,"17,68"
8919,1995-12-08,"17,73"
8920,1995-12-07,"17,48"
8921,1995-12-06,"17,55"
8922,1995-12-05,"17,53"
8923,1995-12-04,"17,35"
8924,1995-12-01,"17,18"
8925,1995-11-30,"17,13"
8926,1995-11-29,"17,30"
8927,1995-11-28,"17,25"
8928,1995-11-27,"17,20"
8929,1995-11-24,"16,93"
8930,1995-11-23,"16,88"
8931,1995-11-22,"16,90"
8932,1995-11-21,"16,60"
8933,1995-11-20,"16,80"
8934,1995-11-17,"17,03"
8935,1995-11-16,"16,78"
8936,1995-11-15,"16,73"
8937,1995-11-14,"16,58"
8938,1995-11-13,"16,63"
8939,1995-11-10,"16,83"
8940,1995-11-09,"16,90"
8941,1995-11-08,"16,75"
8942,1995-11-07,"16,70"
8943,1995-11-06,"16,78"
8944,1995-11-03,"16,88"
8945,1995-11-02,"16,83"
8946,1995-11-01,"16,53"
8947,1995-10-31,"16,58"
8948,1995-10-30,"16,45"
8949,1995-10-27,"16,35"
8950,1995-10-26,"16,30"
8951,1995-10-25,"15,98"
8952,1995-10-24,"16,08"
8953,1995-10-23,"15,88"
8954,1995-10-20,"15,80"
8955,1995-10-19,"15,85"
8956,1995-10-18,"15,98"
8957,1995-10-17,"16,03"
8958,1995-10-16,"16,15"
8959,1995-10-13,"15,98"
8960,1995-10-12,"15,90"
8961,1995-10-11,"16,05"
8962,1995-10-10,"15,95"
8963,1995-10-09,"16,00"
8964,1995-10-06,"15,75"
8965,1995-10-05,"15,85"
8966,1995-10-04,"16,40"
8967,1995-10-03,"16,58"
8968,1995-10-02,"16,55"
8969,1995-09-29,"16,58"
8970,1995-09-28,"16,65"
8971,1995-09-27,"16,28"
8972,1995-09-26,"16,15"
8973,1995-09-25,"16,18"
8974,1995-09-22,"16,40"
8975,1995-09-21,"16,60"
8976,1995-09-20,"17,00"
8977,1995-09-19,"17,23"
8978,1995-09-18,"17,23"
8979,1995-09-15,"17,18"
8980,1995-09-14,"17,00"
8981,1995-09-13,"16,85"
8982,1995-09-12,"16,90"
8983,1995-09-11,"16,75"
8984,1995-09-08,"16,93"
8985,1995-09-07,"16,60"
8986,1995-09-06,"16,63"
8987,1995-09-05,"16,68"
8988,1995-09-04,"16,62"
8989,1995-09-01,"16,25"
8990,1995-08-31,"16,20"
8991,1995-08-30,"16,18"
8992,1995-08-29,"16,23"
8993,1995-08-25,"16,15"
8994,1995-08-24,"16,30"
8995,1995-08-23,"16,50"
8996,1995-08-22,"16,23"
8997,1995-08-21,"16,25"
8998,1995-08-18,"16,03"
8999,1995-08-17,"15,85"
9000,1995-08-16,"15,78"
9001,1995-08-15,"15,85"
9002,1995-08-14,"15,93"
9003,1995-08-11,"16,23"
9004,1995-08-10,"16,08"
9005,1995-08-09,"16,13"
9006,1995-08-08,"16,00"
9007,1995-08-07,"15,90"
9008,1995-08-04,"16,08"
9009,1995-08-03,"15,99"
9010,1995-08-02,"16,13"
9011,1995-08-01,"16,10"
9012,1995-07-31,"15,78"
9013,1995-07-28,"15,93"
9014,1995-07-27,"15,98"
9015,1995-07-26,"16,00"
9016,1995-07-25,"15,48"
9017,1995-07-24,"15,38"
9018,1995-07-21,"15,35"
9019,1995-07-20,"15,68"
9020,1995-07-19,"15,80"
9021,1995-07-18,"15,68"
9022,1995-07-17,"15,73"
9023,1995-07-14,"15,80"
9024,1995-07-13,"15,98"
9025,1995-07-12,"16,03"
9026,1995-07-11,"15,93"
9027,1995-07-10,"15,88"
9028,1995-07-07,"16,10"
9029,1995-07-06,"16,15"
9030,1995-07-05,"16,00"
9031,1995-07-04,"15,93"
9032,1995-07-03,"16,35"
9033,1995-06-30,"16,58"
9034,1995-06-29,"16,50"
9035,1995-06-28,"16,95"
9036,1995-06-27,"16,63"
9037,1995-06-26,"16,55"
9038,1995-06-23,"16,40"
9039,1995-06-22,"16,55"
9040,1995-06-21,"16,50"
9041,1995-06-20,"16,98"
9042,1995-06-19,"16,93"
9043,1995-06-16,"17,75"
9044,1995-06-15,"17,95"
9045,1995-06-14,"17,63"
9046,1995-06-13,"17,83"
9047,1995-06-12,"17,63"
9048,1995-06-09,"17,68"
9049,1995-06-08,"17,93"
9050,1995-06-07,"18,13"
9051,1995-06-06,"17,95"
9052,1995-06-05,"18,23"
9053,1995-06-02,"17,90"
9054,1995-06-01,"17,70"
9055,1995-05-31,"17,58"
9056,1995-05-30,"17,43"
9057,1995-05-26,"17,80"
9058,1995-05-25,"18,00"
9059,1995-05-24,"18,55"
9060,1995-05-23,"18,48"
9061,1995-05-22,"18,38"
9062,1995-05-19,"18,43"
9063,1995-05-18,"18,23"
9064,1995-05-17,"18,50"
9065,1995-05-16,"18,53"
9066,1995-05-15,"18,43"
9067,1995-05-12,"18,23"
9068,1995-05-11,"18,08"
9069,1995-05-10,"18,10"
9070,1995-05-09,"18,12"
9071,1995-05-08,"18,78"
9072,1995-05-05,"18,85"
9073,1995-05-04,"18,68"
9074,1995-05-03,"18,33"
9075,1995-05-02,"18,83"
9076,1995-05-01,"19,38"
9077,1995-04-28,"18,98"
9078,1995-04-27,"19,08"
9079,1995-04-26,"18,90"
9080,1995-04-25,"19,35"
9081,1995-04-24,"19,05"
9082,1995-04-21,"19,18"
9083,1995-04-20,"19,15"
9084,1995-04-19,"18,73"
9085,1995-04-18,"18,55"
9086,1995-04-13,"17,98"
9087,1995-04-12,"18,73"
9088,1995-04-11,"18,63"
9089,1995-04-10,"18,15"
9090,1995-04-07,"18,45"
9091,1995-04-06,"18,50"
9092,1995-04-05,"18,35"
9093,1995-04-04,"18,03"
9094,1995-04-03,"17,88"
9095,1995-03-31,"17,98"
9096,1995-03-30,"17,98"
9097,1995-03-29,"18,05"
9098,1995-03-28,"17,85"
9099,1995-03-27,"17,83"
9100,1995-03-24,"17,65"
9101,1995-03-23,"17,48"
9102,1995-03-22,"17,08"
9103,1995-03-21,"16,80"
9104,1995-03-20,"16,83"
9105,1995-03-17,"16,55"
9106,1995-03-16,"16,50"
9107,1995-03-15,"16,38"
9108,1995-03-14,"16,33"
9109,1995-03-13,"16,30"
9110,1995-03-10,"16,50"
9111,1995-03-09,"16,65"
9112,1995-03-08,"16,73"
9113,1995-03-07,"16,85"
9114,1995-03-06,"16,75"
9115,1995-03-03,"16,68"
9116,1995-03-02,"16,55"
9117,1995-03-01,"16,85"
9118,1995-02-28,"17,23"
9119,1995-02-27,"17,35"
9120,1995-02-24,"17,10"
9121,1995-02-23,"17,10"
9122,1995-02-22,"17,08"
9123,1995-02-21,"17,18"
9124,1995-02-20,"17,43"
9125,1995-02-17,"17,40"
9126,1995-02-16,"17,13"
9127,1995-02-15,"17,10"
9128,1995-02-14,"17,00"
9129,1995-02-13,"16,88"
9130,1995-02-10,"16,85"
9131,1995-02-09,"16,85"
9132,1995-02-08,"17,03"
9133,1995-02-07,"17,05"
9134,1995-02-06,"17,08"
9135,1995-02-03,"17,40"
9136,1995-02-02,"17,00"
9137,1995-02-01,"17,05"
9138,1995-01-31,"16,80"
9139,1995-01-30,"16,68"
9140,1995-01-27,"16,38"
9141,1995-01-26,"16,73"
9142,1995-01-25,"16,98"
9143,1995-01-24,"17,15"
9144,1995-01-23,"17,00"
9145,1995-01-20,"17,23"
9146,1995-01-19,"17,08"
9147,1995-01-18,"16,95"
9148,1995-01-17,"16,78"
9149,1995-01-16,"16,38"
9150,1995-01-13,"16,20"
9151,1995-01-12,"16,48"
9152,1995-01-11,"16,40"
9153,1995-01-10,"16,00"
9154,1995-01-09,"16,08"
9155,1995-01-06,"16,35"
9156,1995-01-05,"16,13"
9157,1995-01-04,"15,93"
9158,1995-01-03,"15,88"
9159,1994-12-30,"16,23"
9160,1994-12-29,"16,25"
9161,1994-12-28,"16,08"
9162,1994-12-23,"15,55"
9163,1994-12-22,"15,60"
9164,1994-12-21,"15,65"
9165,1994-12-20,"15,73"
9166,1994-12-19,"15,58"
9167,1994-12-16,"15,48"
9168,1994-12-15,"15,60"
9169,1994-12-14,"15,83"
9170,1994-12-13,"15,73"
9171,1994-12-12,"15,98"
9172,1994-12-09,"16,08"
9173,1994-12-08,"16,13"
9174,1994-12-07,"15,83"
9175,1994-12-06,"16,05"
9176,1994-12-05,"15,93"
9177,1994-12-02,"16,35"
9178,1994-12-01,"16,98"
9179,1994-11-30,"16,95"
9180,1994-11-29,"17,00"
9181,1994-11-28,"16,95"
9182,1994-11-25,"17,00"
9183,1994-11-24,"16,95"
9184,1994-11-23,"16,88"
9185,1994-11-22,"17,20"
9186,1994-11-21,"17,25"
9187,1994-11-18,"16,45"
9188,1994-11-17,"16,53"
9189,1994-11-16,"16,80"
9190,1994-11-15,"16,98"
9191,1994-11-14,"17,25"
9192,1994-11-11,"17,38"
9193,1994-11-10,"17,20"
9194,1994-11-09,"17,55"
9195,1994-11-08,"17,38"
9196,1994-11-07,"17,78"
9197,1994-11-04,"18,00"
9198,1994-11-03,"17,75"
9199,1994-11-02,"17,58"
9200,1994-11-01,"17,40"
9201,1994-10-31,"17,18"
9202,1994-10-28,"17,18"
9203,1994-10-27,"17,08"
9204,1994-10-26,"16,88"
9205,1994-10-25,"16,48"
9206,1994-10-24,"16,48"
9207,1994-10-21,"16,35"
9208,1994-10-20,"16,53"
9209,1994-10-19,"16,28"
9210,1994-10-18,"16,13"
9211,1994-10-17,"15,75"
9212,1994-10-14,"15,58"
9213,1994-10-13,"15,63"
9214,1994-10-12,"16,08"
9215,1994-10-11,"16,38"
9216,1994-10-10,"16,70"
9217,1994-10-07,"16,93"
9218,1994-10-06,"16,63"
9219,1994-10-05,"16,50"
9220,1994-10-04,"16,70"
9221,1994-10-03,"16,85"
9222,1994-09-30,"16,73"
9223,1994-09-29,"16,60"
9224,1994-09-28,"16,20"
9225,1994-09-27,"16,10"
9226,1994-09-26,"16,10"
9227,1994-09-23,"16,30"
9228,1994-09-22,"15,90"
9229,1994-09-21,"15,80"
9230,1994-09-20,"15,78"
9231,1994-09-19,"15,45"
9232,1994-09-16,"15,30"
9233,1994-09-15,"15,25"
9234,1994-09-14,"15,40"
9235,1994-09-13,"15,48"
9236,1994-09-12,"15,83"
9237,1994-09-09,"15,93"
9238,1994-09-08,"16,05"
9239,1994-09-07,"16,03"
9240,1994-09-06,"15,95"
9241,1994-09-05,"15,60"
9242,1994-09-02,"15,88"
9243,1994-09-01,"16,03"
9244,1994-08-31,"16,03"
9245,1994-08-30,"15,78"
9246,1994-08-26,"15,85"
9247,1994-08-25,"15,75"
9248,1994-08-24,"15,80"
9249,1994-08-23,"15,30"
9250,1994-08-22,"15,25"
9251,1994-08-19,"16,13"
9252,1994-08-18,"16,30"
9253,1994-08-17,"16,28"
9254,1994-08-16,"16,68"
9255,1994-08-15,"16,75"
9256,1994-08-12,"17,10"
9257,1994-08-11,"17,50"
9258,1994-08-10,"17,33"
9259,1994-08-09,"17,68"
9260,1994-08-08,"17,93"
9261,1994-08-05,"17,78"
9262,1994-08-04,"18,43"
9263,1994-08-03,"18,48"
9264,1994-08-02,"18,48"
9265,1994-08-01,"19,03"
9266,1994-07-29,"18,48"
9267,1994-07-28,"18,00"
9268,1994-07-27,"17,83"
9269,1994-07-26,"17,43"
9270,1994-07-25,"17,35"
9271,1994-07-22,"17,58"
9272,1994-07-21,"17,45"
9273,1994-07-20,"17,35"
9274,1994-07-19,"17,20"
9275,1994-07-18,"17,50"
9276,1994-07-15,"18,15"
9277,1994-07-14,"18,33"
9278,1994-07-13,"18,25"
9279,1994-07-12,"18,25"
9280,1994-07-11,"17,48"
9281,1994-07-08,"17,00"
9282,1994-07-07,"16,78"
9283,1994-07-06,"16,90"
9284,1994-07-05,"17,13"
9285,1994-07-04,"17,50"
9286,1994-07-01,"17,65"
9287,1994-06-30,"17,45"
9288,1994-06-29,"17,23"
9289,1994-06-28,"16,98"
9290,1994-06-27,"17,40"
9291,1994-06-24,"17,40"
9292,1994-06-23,"17,30"
9293,1994-06-22,"17,48"
9294,1994-06-21,"17,63"
9295,1994-06-20,"17,38"
9296,1994-06-17,"17,13"
9297,1994-06-16,"16,88"
9298,1994-06-15,"16,73"
9299,1994-06-14,"16,40"
9300,1994-06-13,"16,23"
9301,1994-06-10,"16,38"
9302,1994-06-09,"16,13"
9303,1994-06-08,"15,65"
9304,1994-06-07,"15,95"
9305,1994-06-06,"16,18"
9306,1994-06-03,"16,13"
9307,1994-06-02,"16,35"
9308,1994-06-01,"16,40"
9309,1994-05-31,"16,18"
9310,1994-05-27,"16,08"
9311,1994-05-26,"16,08"
9312,1994-05-25,"16,33"
9313,1994-05-24,"16,63"
9314,1994-05-23,"16,63"
9315,1994-05-20,"16,23"
9316,1994-05-19,"16,15"
9317,1994-05-18,"15,98"
9318,1994-05-17,"15,83"
9319,1994-05-16,"16,23"
9320,1994-05-13,"16,50"
9321,1994-05-12,"16,25"
9322,1994-05-11,"16,10"
9323,1994-05-10,"16,25"
9324,1994-05-09,"16,33"
9325,1994-05-06,"16,25"
9326,1994-05-05,"15,85"
9327,1994-05-04,"15,95"
9328,1994-05-03,"15,93"
9329,1994-04-29,"15,35"
9330,1994-04-28,"15,65"
9331,1994-04-27,"15,75"
9332,1994-04-26,"16,05"
9333,1994-04-25,"16,38"
9334,1994-04-22,"16,28"
9335,1994-04-21,"15,63"
9336,1994-04-20,"15,30"
9337,1994-04-19,"15,13"
9338,1994-04-18,"15,48"
9339,1994-04-15,"15,23"
9340,1994-04-14,"15,28"
9341,1994-04-13,"15,00"
9342,1994-04-12,"14,80"
9343,1994-04-11,"14,73"
9344,1994-04-08,"14,30"
9345,1994-04-07,"14,40"
9346,1994-04-06,"14,33"
9347,1994-04-05,"14,33"
9348,1994-03-31,"13,25"
9349,1994-03-30,"13,23"
9350,1994-03-29,"13,38"
9351,1994-03-28,"13,75"
9352,1994-03-25,"14,58"
9353,1994-03-24,"14,53"
9354,1994-03-23,"14,50"
9355,1994-03-22,"14,80"
9356,1994-03-21,"14,55"
9357,1994-03-18,"14,05"
9358,1994-03-17,"14,25"
9359,1994-03-16,"14,30"
9360,1994-03-15,"14,28"
9361,1994-03-14,"14,03"
9362,1994-03-11,"13,70"
9363,1994-03-10,"13,23"
9364,1994-03-09,"13,30"
9365,1994-03-08,"13,15"
9366,1994-03-07,"13,13"
9367,1994-03-04,"13,43"
9368,1994-03-03,"13,55"
9369,1994-03-02,"13,50"
9370,1994-03-01,"13,45"
9371,1994-02-28,"13,59"
9372,1994-02-25,"13,33"
9373,1994-02-24,"13,40"
9374,1994-02-23,"13,20"
9375,1994-02-22,"13,20"
9376,1994-02-21,"13,05"
9377,1994-02-18,"13,00"
9378,1994-02-17,"13,28"
9379,1994-02-16,"13,08"
9380,1994-02-15,"13,13"
9381,1994-02-14,"13,40"
9382,1994-02-11,"13,70"
9383,1994-02-10,"13,58"
9384,1994-02-09,"13,53"
9385,1994-02-08,"14,13"
9386,1994-02-07,"14,60"
9387,1994-02-04,"14,93"
9388,1994-02-03,"15,48"
9389,1994-02-02,"15,40"
9390,1994-02-01,"15,03"
9391,1994-01-31,"14,83"
9392,1994-01-28,"14,65"
9393,1994-01-27,"14,78"
9394,1994-01-26,"14,80"
9395,1994-01-25,"14,63"
9396,1994-01-24,"14,35"
9397,1994-01-21,"14,23"
9398,1994-01-20,"14,10"
9399,1994-01-19,"14,25"
9400,1994-01-18,"14,10"
9401,1994-01-17,"14,40"
9402,1994-01-14,"14,10"
9403,1994-01-13,"13,75"
9404,1994-01-12,"13,90"
9405,1994-01-11,"14,10"
9406,1994-01-10,"14,15"
9407,1994-01-07,"14,63"
9408,1994-01-06,"14,55"
9409,1994-01-05,"14,10"
9410,1994-01-04,"13,43"
9411,1993-12-31,"13,18"
9412,1993-12-30,"13,20"
9413,1993-12-29,"13,13"
9414,1993-12-24,"13,38"
9415,1993-12-23,"13,55"
9416,1993-12-22,"13,60"
9417,1993-12-21,"13,45"
9418,1993-12-20,"13,63"
9419,1993-12-17,"13,85"
9420,1993-12-16,"13,63"
9421,1993-12-15,"13,80"
9422,1993-12-14,"14,78"
9423,1993-12-13,"13,90"
9424,1993-12-10,"13,80"
9425,1993-12-09,"13,60"
9426,1993-12-08,"13,45"
9427,1993-12-07,"13,88"
9428,1993-12-06,"13,90"
9429,1993-12-03,"13,95"
9430,1993-12-02,"14,15"
9431,1993-12-01,"14,43"
9432,1993-11-30,"14,23"
9433,1993-11-29,"14,05"
9434,1993-11-26,"14,28"
9435,1993-11-25,"14,35"
9436,1993-11-24,"15,13"
9437,1993-11-23,"15,25"
9438,1993-11-22,"15,35"
9439,1993-11-19,"15,25"
9440,1993-11-18,"15,40"
9441,1993-11-17,"15,55"
9442,1993-11-16,"15,33"
9443,1993-11-15,"15,25"
9444,1993-11-12,"15,08"
9445,1993-11-11,"15,18"
9446,1993-11-10,"15,23"
9447,1993-11-09,"15,33"
9448,1993-11-08,"15,28"
9449,1993-11-05,"15,73"
9450,1993-11-04,"15,78"
9451,1993-11-03,"15,83"
9452,1993-11-02,"15,63"
9453,1993-11-01,"15,83"
9454,1993-10-29,"15,43"
9455,1993-10-28,"15,83"
9456,1993-10-27,"15,95"
9457,1993-10-26,"15,95"
9458,1993-10-25,"16,13"
9459,1993-10-22,"16,48"
9460,1993-10-21,"16,88"
9461,1993-10-20,"16,68"
9462,1993-10-19,"16,53"
9463,1993-10-18,"16,50"
9464,1993-10-15,"16,70"
9465,1993-10-14,"16,80"
9466,1993-10-13,"17,00"
9467,1993-10-12,"17,15"
9468,1993-10-11,"17,13"
9469,1993-10-08,"16,98"
9470,1993-10-07,"16,88"
9471,1993-10-06,"16,98"
9472,1993-10-05,"16,78"
9473,1993-10-04,"16,90"
9474,1993-10-01,"17,08"
9475,1993-09-30,"17,23"
9476,1993-09-29,"16,78"
9477,1993-09-28,"16,40"
9478,1993-09-27,"16,10"
9479,1993-09-24,"16,10"
9480,1993-09-23,"15,88"
9481,1993-09-22,"15,88"
9482,1993-09-21,"16,25"
9483,1993-09-20,"16,03"
9484,1993-09-17,"15,55"
9485,1993-09-16,"15,43"
9486,1993-09-15,"15,35"
9487,1993-09-14,"15,58"
9488,1993-09-13,"15,43"
9489,1993-09-10,"15,43"
9490,1993-09-09,"15,73"
9491,1993-09-08,"15,65"
9492,1993-09-07,"15,85"
9493,1993-09-06,"16,23"
9494,1993-09-03,"16,33"
9495,1993-09-02,"16,50"
9496,1993-09-01,"16,55"
9497,1993-08-31,"16,73"
9498,1993-08-27,"17,05"
9499,1993-08-26,"16,75"
9500,1993-08-25,"16,68"
9501,1993-08-24,"16,93"
9502,1993-08-23,"16,83"
9503,1993-08-20,"16,68"
9504,1993-08-19,"16,63"
9505,1993-08-18,"16,63"
9506,1993-08-17,"16,88"
9507,1993-08-16,"16,80"
9508,1993-08-13,"16,93"
9509,1993-08-12,"16,78"
9510,1993-08-11,"16,58"
9511,1993-08-10,"16,30"
9512,1993-08-09,"16,45"
9513,1993-08-06,"16,38"
9514,1993-08-05,"16,60"
9515,1993-08-04,"16,63"
9516,1993-08-03,"16,53"
9517,1993-08-02,"16,85"
9518,1993-07-30,"16,85"
9519,1993-07-29,"17,08"
9520,1993-07-28,"17,13"
9521,1993-07-27,"16,85"
9522,1993-07-26,"16,85"
9523,1993-07-23,"16,85"
9524,1993-07-22,"16,65"
9525,1993-07-21,"16,73"
9526,1993-07-20,"16,58"
9527,1993-07-19,"16,58"
9528,1993-07-16,"16,60"
9529,1993-07-15,"16,48"
9530,1993-07-14,"16,50"
9531,1993-07-13,"16,95"
9532,1993-07-12,"16,78"
9533,1993-07-09,"16,53"
9534,1993-07-08,"16,55"
9535,1993-07-07,"16,90"
9536,1993-07-06,"17,13"
9537,1993-07-05,"16,88"
9538,1993-07-02,"16,63"
9539,1993-07-01,"16,98"
9540,1993-06-30,"17,43"
9541,1993-06-29,"17,48"
9542,1993-06-28,"17,23"
9543,1993-06-25,"17,23"
9544,1993-06-24,"17,23"
9545,1993-06-23,"17,18"
9546,1993-06-22,"17,18"
9547,1993-06-21,"17,18"
9548,1993-06-18,"17,13"
9549,1993-06-17,"17,23"
9550,1993-06-16,"17,33"
9551,1993-06-15,"17,30"
9552,1993-06-14,"17,58"
9553,1993-06-11,"17,63"
9554,1993-06-10,"18,20"
9555,1993-06-09,"18,23"
9556,1993-06-08,"18,23"
9557,1993-06-07,"18,00"
9558,1993-06-04,"18,25"
9559,1993-06-03,"18,15"
9560,1993-06-02,"18,48"
9561,1993-06-01,"18,48"
9562,1993-05-28,"18,43"
9563,1993-05-27,"18,43"
9564,1993-05-26,"18,08"
9565,1993-05-25,"18,15"
9566,1993-05-24,"18,15"
9567,1993-05-21,"18,05"
9568,1993-05-20,"18,10"
9569,1993-05-19,"18,13"
9570,1993-05-18,"18,18"
9571,1993-05-17,"18,28"
9572,1993-05-14,"18,40"
9573,1993-05-13,"18,70"
9574,1993-05-12,"18,90"
9575,1993-05-11,"18,83"
9576,1993-05-10,"18,98"
9577,1993-05-07,"18,98"
9578,1993-05-06,"19,13"
9579,1993-05-05,"18,85"
9580,1993-05-04,"18,90"
9581,1993-04-30,"18,85"
9582,1993-04-29,"18,80"
9583,1993-04-28,"18,48"
9584,1993-04-27,"18,58"
9585,1993-04-26,"18,63"
9586,1993-04-23,"18,63"
9587,1993-04-22,"18,48"
9588,1993-04-21,"18,68"
9589,1993-04-20,"18,53"
9590,1993-04-19,"18,48"
9591,1993-04-16,"18,50"
9592,1993-04-15,"18,63"
9593,1993-04-14,"18,73"
9594,1993-04-13,"18,80"
9595,1993-04-08,"18,53"
9596,1993-04-07,"18,70"
9597,1993-04-06,"18,65"
9598,1993-04-05,"18,95"
9599,1993-04-02,"18,88"
9600,1993-04-01,"18,98"
9601,1993-03-31,"18,70"
9602,1993-03-30,"18,45"
9603,1993-03-29,"18,65"
9604,1993-03-26,"18,55"
9605,1993-03-25,"18,60"
9606,1993-03-24,"18,53"
9607,1993-03-23,"18,23"
9608,1993-03-22,"18,18"
9609,1993-03-19,"18,58"
9610,1993-03-18,"18,70"
9611,1993-03-17,"18,60"
9612,1993-03-16,"18,55"
9613,1993-03-15,"18,88"
9614,1993-03-12,"18,83"
9615,1993-03-11,"18,70"
9616,1993-03-10,"19,08"
9617,1993-03-09,"19,23"
9618,1993-03-08,"19,28"
9619,1993-03-05,"19,60"
9620,1993-03-04,"19,35"
9621,1993-03-03,"18,93"
9622,1993-03-02,"18,83"
9623,1993-03-01,"19,03"
9624,1993-02-26,"18,83"
9625,1993-02-25,"18,83"
9626,1993-02-24,"18,88"
9627,1993-02-23,"18,88"
9628,1993-02-22,"18,63"
9629,1993-02-19,"18,30"
9630,1993-02-18,"17,83"
9631,1993-02-17,"17,93"
9632,1993-02-16,"18,20"
9633,1993-02-15,"17,98"
9634,1993-02-12,"18,48"
9635,1993-02-11,"18,43"
9636,1993-02-10,"18,48"
9637,1993-02-09,"18,33"
9638,1993-02-08,"18,55"
9639,1993-02-05,"18,70"
9640,1993-02-04,"18,65"
9641,1993-02-02,"18,40"
9642,1993-02-01,"18,55"
9643,1993-01-29,"18,48"
9644,1993-01-28,"18,15"
9645,1993-01-27,"17,88"
9646,1993-01-26,"17,93"
9647,1993-01-25,"17,58"
9648,1993-01-22,"17,08"
9649,1993-01-21,"16,88"
9650,1993-01-20,"16,70"
9651,1993-01-19,"16,98"
9652,1993-01-18,"17,25"
9653,1993-01-15,"17,28"
9654,1993-01-14,"17,00"
9655,1993-01-13,"16,85"
9656,1993-01-12,"16,85"
9657,1993-01-11,"17,28"
9658,1993-01-08,"17,23"
9659,1993-01-07,"17,58"
9660,1993-01-06,"17,53"
9661,1993-01-05,"17,48"
9662,1993-01-04,"17,73"
9663,1992-12-31,"17,85"
9664,1992-12-30,"17,83"
9665,1992-12-29,"17,93"
9666,1992-12-24,"18,28"
9667,1992-12-23,"18,23"
9668,1992-12-22,"18,08"
9669,1992-12-21,"18,33"
9670,1992-12-18,"18,30"
9671,1992-12-17,"18,18"
9672,1992-12-16,"17,90"
9673,1992-12-15,"17,80"
9674,1992-12-14,"18,03"
9675,1992-12-11,"18,20"
9676,1992-12-10,"18,28"
9677,1992-12-09,"17,80"
9678,1992-12-08,"18,08"
9679,1992-12-07,"18,25"
9680,1992-12-04,"18,35"
9681,1992-12-03,"18,20"
9682,1992-12-02,"18,38"
9683,1992-12-01,"18,65"
9684,1992-11-30,"19,25"
9685,1992-11-27,"19,08"
9686,1992-11-26,"18,93"
9687,1992-11-25,"19,28"
9688,1992-11-24,"19,18"
9689,1992-11-23,"19,15"
9690,1992-11-20,"19,48"
9691,1992-11-19,"19,48"
9692,1992-11-18,"19,10"
9693,1992-11-17,"19,15"
9694,1992-11-16,"19,20"
9695,1992-11-13,"19,05"
9696,1992-11-12,"19,18"
9697,1992-11-11,"19,40"
9698,1992-11-10,"19,53"
9699,1992-11-09,"19,10"
9700,1992-11-06,"19,13"
9701,1992-11-05,"19,20"
9702,1992-11-04,"19,03"
9703,1992-11-03,"19,35"
9704,1992-11-02,"19,25"
9705,1992-10-30,"19,13"
9706,1992-10-29,"19,40"
9707,1992-10-28,"19,65"
9708,1992-10-27,"19,78"
9709,1992-10-26,"19,78"
9710,1992-10-23,"20,03"
9711,1992-10-22,"20,13"
9712,1992-10-21,"20,28"
9713,1992-10-20,"20,68"
9714,1992-10-19,"20,73"
9715,1992-10-16,"20,78"
9716,1992-10-15,"20,73"
9717,1992-10-14,"20,68"
9718,1992-10-13,"20,83"
9719,1992-10-12,"20,80"
9720,1992-10-09,"20,48"
9721,1992-10-08,"20,48"
9722,1992-10-07,"20,28"
9723,1992-10-06,"20,23"
9724,1992-10-05,"20,20"
9725,1992-10-02,"20,40"
9726,1992-10-01,"20,28"
